target_role,skills_count,projects_done,certifications,experience_years,learning_rate,career_readiness_score,months_to_job_ready
Backend Developer,30,3,2,3.255824276743592,7.049163228834004,37.21978528579444,8.278021471420557
AI Engineer,19,5,0,6.551199810390686,2.5161564356773356,49.63981737854608,7.036018262145392
AI Researcher,30,8,2,3.712904377932208,6.365501523958891,53.75936525711893,6.624063474288107
HR Analyst,21,10,5,1.6582715429737815,7.899870145134801,58.475517608391755,6.152448239160824
AI Researcher,17,8,3,4.747099104918595,2.9580140675581403,57.29742743836883,6.270257256163117
Digital Marketer,5,6,5,0.15465345720722112,4.33030358051634,27.844816025583974,9.215518397441603
Cybersecurity Analyst,14,10,2,4.392212951552365,2.5963366294666717,55.389577309880735,6.4610422690119265
Database Administrator,28,9,3,7.984166056530089,3.116594219632479,75.40436288061903,4.459563711938097
Backend Developer,6,3,1,6.50715141902055,0.7992379086424253,48.35389405433436,7.164610594566564
Backend Developer,16,3,0,4.727871729572559,2.793358642686294,27.196460977848435,9.280353902215158
Mobile App Developer,26,6,1,3.4728847794607987,5.812803432672879,35.80928480980512,8.419071519019488
Sales Executive,30,3,2,2.4063521055155395,8.80707544925383,26.187549878137574,9.381245012186243
Sales Executive,31,5,2,5.734555796700744,4.6031246805003665,53.88736668981483,6.611263331018517
Data Engineer,10,9,2,6.313821513438281,1.3672742740065755,63.50788475135359,5.649211524864641
Cloud Architect,13,9,5,7.574800422274395,1.5160702710036786,69.67711339449734,5.032288660550266
AI Researcher,32,4,2,0.3219773474004075,24.20616364034237,26.860109906030658,9.313989009396934
Business Analyst,31,1,5,2.5968279799893104,8.618705195929923,33.706353425000444,8.629364657499956
Business Analyst,15,8,2,1.272754160842533,6.599921917837056,48.20328945934278,7.1796710540657225
Blockchain Developer,13,2,3,4.427264902536814,2.3953133361748264,36.397943380575775,8.360205661942423
Game Developer,12,0,4,4.192070141655052,2.3112168504285298,23.49500978476788,9.650499021523212
Cloud Engineer,27,8,3,7.251383690432911,3.2721784627837898,72.21476442984428,4.778523557015572
AI Engineer,31,9,3,4.529086246925453,5.606713047248649,58.547600086549124,6.145239991345088
Data Scientist,10,6,2,3.1337244641573,2.4191259206335602,32.15873908321467,8.784126091678534
Frontend Developer,15,1,2,6.92600366827095,1.8925048016375994,42.83292154826624,7.716707845173376
Frontend Developer,35,10,0,6.969244704697488,4.3918842119842525,65.99092121035663,5.400907878964337
Content Writer,32,1,3,4.225161008330798,6.124213196297763,42.981133811024684,7.7018866188975315
System Administrator,31,8,4,3.6825236206934218,6.620361691930834,67.20370247967769,5.279629752032231
Network Engineer,27,8,4,3.4280845454707007,6.097444554805791,68.68924439114718,5.131075560885281
Digital Marketer,18,6,5,7.947399768586346,2.011757657593065,78.52689519576639,4.147310480423362
Database Administrator,16,6,0,5.973255273370461,2.2944807514936336,41.11605233977071,7.8883947660229286
Video Editor,6,0,1,6.593420277581132,0.7901577656269655,38.969685468632754,8.103031453136724
AI Engineer,14,4,4,0.5671802297208632,8.933241840661553,38.87996800786698,8.112003199213301
IoT Developer,18,2,1,6.971330545123197,2.258092284356753,36.66544287679057,8.333455712320943
DevOps Engineer,27,7,0,2.197436545116804,8.444264528481417,39.85864682834398,8.014135317165602
Database Administrator,35,0,2,6.735682461017126,4.524487681129303,54.16734316968744,6.5832656830312555
Mobile App Developer,17,10,5,0.875943961213526,9.062104386637914,45.94032220984406,7.405967779015594
Graphic Designer,10,10,1,2.06092063693466,3.266990943618335,37.46033141466336,8.253966858533664
AI Engineer,10,10,1,3.065276021356718,2.4598575711625768,42.6124474722956,7.73875525277044
Video Editor,28,6,1,2.7153915039305723,7.536217911457878,45.11171037562548,7.488828962437452
AI Researcher,15,0,1,4.017816498714227,2.9893480568377946,20.529871052009085,9.94701289479909
Robotics Engineer,5,10,1,0.1834658041137649,4.224879149545209,45.214734336023625,7.478526566397638
Game AI Developer,13,7,0,0.0032953593274243076,12.957301037168921,20.78295640191092,9.921704359808908
Game AI Developer,22,4,5,3.536887227893854,4.849139706347295,46.313433680136384,7.368656631986362
Embedded Systems Engineer,16,7,0,0.44292518446032947,11.08858600037824,27.15845732170542,9.284154267829457
Database Administrator,30,6,1,5.37434494431768,4.7063659500797925,56.34681865201718,6.365318134798282
NLP Engineer,28,6,5,2.753318179105384,7.460065644281161,58.31646614268124,6.1683533857318755
Full Stack Developer,28,1,4,3.650230032115842,6.021207511590577,36.98533386491143,8.301466613508858
Database Administrator,16,1,4,1.4019735073875657,6.661189205788501,20.297822225384326,9.970217777461567
UI/UX Designer,7,3,5,0.5194882209223515,4.6068142573365245,19.55371623663423,10.044628376336577
Digital Marketer,26,6,5,3.215090663903827,6.168313346769147,64.21805709716857,5.578194290283143
Mobile App Developer,24,2,3,3.6765292138845114,5.132011135254866,41.33393787679283,7.8666062123207166
Cloud Architect,7,0,2,6.239561125275005,0.9669094408998578,36.52562928745929,8.34743707125407
AI Engineer,29,1,0,5.673804437298019,4.345347585842813,42.92764723534449,7.707235276465552
Network Engineer,14,5,3,0.13468011641552557,12.338279130356357,27.173613535208908,9.282638646479109
Cybersecurity Analyst,17,5,5,4.851969729772837,2.905004773608067,51.34390973034617,6.865609026965383
Cloud Engineer,10,6,4,7.211403856962893,1.2178185574833784,67.14814532045273,5.285185467954728
System Administrator,24,10,4,4.519399763767744,4.348298914231341,74.97272668949228,4.502727331050773
Business Analyst,8,5,3,0.595582509360395,5.013842877487344,31.444705658365805,8.855529434163419
NLP Engineer,18,10,5,3.719821641580146,3.813703433499617,74.85283441906034,4.514716558093966
Digital Marketer,34,1,5,4.720065286329324,5.9439881011949876,50.57643264792505,6.942356735207495
Network Engineer,32,9,2,3.726217905815462,6.770741560736125,54.427066311542575,6.557293368845743
Graphic Designer,17,5,2,4.952619892032795,2.855885359445414,41.52512241558658,7.847487758441342
Blockchain Developer,24,9,0,0.45902998138188256,16.449285008707648,38.25873526650673,8.174126473349327
Digital Marketer,22,0,2,6.040849110221579,3.124623132181801,31.21621769641775,8.878378230358225
System Administrator,24,5,0,0.057451601180537715,22.696074196877124,20.026937267044175,9.997306273295582
Financial Analyst,18,3,3,7.477296384906119,2.123318471210835,44.31744069135774,7.568255930864226
Video Editor,27,2,0,6.612648924921241,3.546728644166306,43.67136066219513,7.632863933780487
Game AI Developer,26,7,2,1.2796792785689535,11.405113098330766,46.40939331226181,7.359060668773819
UI/UX Designer,19,4,3,3.6447474812495395,4.090642188127863,32.416408827314044,8.758359117268595
Machine Learning Engineer,31,6,1,7.637370560284136,3.589055231987201,53.004096291281726,6.699590370871827
Operations Manager,18,4,3,5.485452841545347,2.7754422767047644,52.42371110584395,6.757628889415605
Game AI Developer,8,5,1,0.3433184180508926,5.9554011115307395,23.480301073422346,9.651969892657766
Frontend Developer,26,9,2,2.44091687177064,7.556125581906552,47.14348091306395,7.285651908693605
Operations Manager,16,5,0,6.975741452948616,2.006083082606048,54.75870170151299,6.524129829848701
Game Developer,9,2,1,1.8087067105975487,3.204321749238553,13.887639916201497,10.61123600837985
AI Researcher,12,3,2,1.2169614432731226,5.41281402814259,15.856726587605259,10.414327341239474
Blockchain Developer,21,7,0,2.4715741034940724,6.04912911951495,28.45193272738603,9.154806727261397
Mobile App Developer,24,4,2,2.307184777268242,7.256927452304062,29.59089805557713,9.040910194442286
Operations Manager,35,8,1,1.949414235281827,11.866763095301744,44.9099412673002,7.50900587326998
HR Analyst,10,3,3,0.31670194743576374,7.594733204028969,14.417774585459082,10.558222541454091
Game AI Developer,32,10,5,0.5590016370932158,20.525956637008107,58.95776546292363,6.104223453707637
Digital Marketer,34,9,5,0.667935236413105,20.384484515787918,58.507098277833556,6.149290172216644
Backend Developer,21,6,3,2.0333820742272017,6.9229656819113545,42.748042927982276,7.725195707201772
Cloud Architect,11,7,5,2.9512635297282985,2.7839196037517637,53.46830570016749,6.653169429983251
HR Analyst,22,8,2,1.1123453561850543,10.414963602226731,44.60296422206767,7.539703577793233
Software Tester,20,5,0,2.7997725979001844,5.26347287494318,23.974968920777428,9.602503107922256
Computer Vision Engineer,8,1,3,7.796467420411102,0.9094559915537233,42.60906859892785,7.739093140107215
Embedded Systems Engineer,33,2,1,7.204148536198537,4.022355257757295,52.85256518123213,6.714743481876787
Financial Analyst,13,3,0,0.49832484234937446,8.676356176285504,18.460780690673015,10.153921930932698
Operations Manager,26,3,2,1.490179112612851,10.441016017004166,26.948770339473413,9.305122966052659
HR Analyst,8,7,0,3.857847096739528,1.6468200502583563,33.92397117021436,8.607602882978565
Game AI Developer,19,8,4,1.7357635353812002,6.945044684701723,41.99381224265476,7.800618775734524
Sales Executive,25,5,0,3.32938014534787,5.774498695122376,42.83071364484651,7.716928635515349
Computer Vision Engineer,33,4,2,5.93462084159178,4.75873169619828,56.75112508754392,6.324887491245608
Operations Manager,12,1,4,6.0574569307622275,1.7003291862390384,48.43805632222543,7.1561943677774575
Cybersecurity Analyst,18,10,3,0.9081037044116975,9.433449533367853,49.402091131672364,7.059790886832763
Computer Vision Engineer,27,10,5,7.467008212943258,3.188847739479681,83.37135448521276,3.662864551478723
Machine Learning Engineer,29,7,5,5.911973219533026,4.195618107727455,68.01000918214888,5.198999081785113
Full Stack Developer,31,6,4,7.4489377029801185,3.669100316488977,78.37641127359873,4.162358872640127
Content Writer,32,10,1,2.715146927206157,8.613387472151594,64.53177911057497,5.546822088942503
Video Editor,23,6,4,6.0996999534405845,3.239573524350698,60.21428099660287,5.9785719003397135
Data Engineer,25,7,5,3.726034755757923,5.289846836090545,64.04269458983394,5.595730541016605
AI Engineer,14,10,2,7.785402516059333,1.5935524837261137,79.3131642936358,4.068683570636421
Cybersecurity Analyst,23,0,3,7.117556735229285,2.8333648596729333,42.07217250328803,7.792782749671197
Software Tester,6,5,3,3.5247857155364946,1.326029645867681,45.581839516065244,7.441816048393475
Machine Learning Engineer,9,2,4,3.878702817794686,1.8447526599023836,32.2802300480173,8.77197699519827
Product Manager,9,1,5,6.261440881025542,1.2394234350261515,41.20170594426425,7.879829405573576
Cybersecurity Analyst,22,2,1,5.565197854030302,3.3510033496544884,44.770227918444476,7.522977208155552
System Administrator,17,1,4,7.950665949433962,1.8993000181260342,53.60614568536233,6.639385431463767
Product Manager,6,1,1,3.731439940558988,1.2681128948856826,13.247336281124399,10.67526637188756
Video Editor,13,2,0,5.788174833237601,1.9150950468079924,43.51831169918989,7.648168830081011
HR Analyst,6,4,0,0.2448387555118643,4.8199013514267275,6.4205829746973055,11.357941702530269
Robotics Engineer,31,7,3,6.700806192617929,4.025552549253469,60.819950406023786,5.918004959397622
DevOps Engineer,30,9,5,1.4704127203847266,12.14371985395541,49.58120132305097,7.041879867694903
System Administrator,11,1,3,2.545517626365216,3.102508902565223,17.561657478347612,10.24383425216524
Game Developer,34,2,0,5.091881236707208,5.581198759281414,32.0548817950041,8.79451182049959
Cybersecurity Analyst,20,10,2,4.9210157348104495,3.37779882637658,63.427879900747165,5.657212009925283
System Administrator,27,3,5,2.8096263166368063,7.087309293851161,47.55990850758934,7.244009149241066
Computer Vision Engineer,18,10,1,1.5015445443849798,7.195554458705596,36.788417631017616,8.321158236898238
HR Analyst,11,3,0,2.7538938441236,2.9302906413348793,32.067333220261524,8.793266677973847
DevOps Engineer,9,9,0,1.2838346505879201,3.940740630099101,40.79332504257624,7.920667495742376
Software Tester,7,10,2,3.5219267060119153,1.5480127067724205,57.24330914102353,6.275669085897647
Video Editor,32,7,1,2.312012050358188,9.661800595362948,37.50629262465772,8.249370737534228
Backend Developer,17,0,3,6.084699033841242,2.39953735773343,47.170509789919976,7.282949021008003
HR Analyst,26,9,3,6.602738340748793,3.4198204429378354,68.2727132905741,5.17272867094259
NLP Engineer,11,3,1,6.975158732244094,1.3792828919537705,37.70028421093415,8.229971578906586
Machine Learning Engineer,6,2,2,6.259166526764359,0.8265411707911859,39.11315950870115,8.088684049129885
Cybersecurity Analyst,33,4,0,6.317275508793102,4.509875289012175,41.99966758212739,7.800033241787261
Software Tester,6,0,1,7.989274394693512,0.6674621038981611,40.027163366571024,7.997283663342897
Game Designer,5,3,0,3.402435589143776,1.1357349582421588,31.65450976888973,8.834549023111027
Network Engineer,13,9,5,4.132393825238698,2.5329311121979994,57.25522599771965,6.274477400228035
Graphic Designer,31,0,3,1.1463512930522324,14.443115672791967,20.45106618690422,9.954893381309578
Product Manager,31,7,3,3.7164104655927046,6.572795185268989,54.932887472850865,6.506711252714913
Mobile App Developer,12,4,2,2.5380680059480163,3.3916815560996065,39.66807424073714,8.033192575926286
Video Editor,13,8,3,4.821467777749324,2.2331137947182826,53.65412942321977,6.634587057678023
DevOps Engineer,21,2,2,7.193927416081092,2.5628735688805584,53.51614519395499,6.648385480604501
UI/UX Designer,27,9,2,2.496704511982843,7.721556084442882,61.29141833355892,5.8708581666441075
Mobile App Developer,12,8,3,1.0222349492582676,5.934028587727386,50.25410728137091,6.974589271862909
Sales Executive,14,7,0,5.595843263440877,2.1225489207117048,50.69901144568571,6.930098855431429
Embedded Systems Engineer,5,8,5,3.2646907687529403,1.172417948010349,60.88660002660478,5.911339997339522
Business Analyst,26,9,1,4.033322670375414,5.165573857012583,50.14094323070823,6.9859056769291765
Content Writer,15,9,1,7.37873045944911,1.7902473498337397,61.26775547850025,5.873224452149975
Game Designer,33,5,0,0.3673652314163718,24.134005488655927,22.76938881819931,9.72306111818007
Game AI Developer,28,9,0,3.5074629477637487,6.211920169835542,56.891672394664425,6.3108327605335575
Cloud Architect,26,8,5,0.8472291671846328,14.075135051936558,49.1738079725674,7.08261920274326
Cybersecurity Analyst,19,2,3,3.265167671608906,4.454690052743652,26.438703980233008,9.356129601976699
Software Tester,10,10,3,2.2966207616504866,3.033409276653769,42.44000641962718,7.755999358037282
Blockchain Developer,6,1,0,3.9395898326284193,1.2146757531095091,17.96028093419433,10.203971906580566
AI Researcher,17,2,1,6.844609044578813,2.167093338035529,46.91498862241437,7.308501137758563
Operations Manager,12,0,1,4.430369540126172,2.209794363225083,21.855106825700524,9.814489317429947
Data Engineer,5,8,1,0.06922770437126857,4.676272396944783,32.32721410047504,8.767278589952497
Cloud Engineer,35,0,0,3.320688082301749,8.100561608084085,34.74616017940282,8.525383982059719
Game Developer,5,7,1,5.3609516957237595,0.7860458999179826,51.174068419177004,6.882593158082299
Robotics Engineer,32,2,2,5.282327810128467,5.093653334741479,50.742467680255984,6.925753231974402
DevOps Engineer,26,10,4,0.8658538190192555,13.93463932435303,49.870262579978274,7.012973742002172
Full Stack Developer,14,2,2,5.2463946186379165,2.2412929145121523,42.53284149226246,7.746715850773754
Video Editor,35,9,4,7.435769575428441,4.148999055397076,88.0199476466635,3.1980052353336497
IoT Developer,34,3,2,6.575847683384839,4.4879466194348065,45.630715247067286,7.436928475293271
DevOps Engineer,26,1,0,2.7399951795742634,6.951880617920922,23.286672076525406,9.67133279234746
Digital Marketer,10,8,4,4.3399488608365315,1.8726771099514699,57.5416528932,6.24583471068
Product Manager,16,4,2,1.7002746095999761,5.925323277535195,39.57229396698406,8.042770603301594
Software Tester,26,9,3,6.475999308934523,3.4777959341071036,66.22773579301902,5.377226420698098
Robotics Engineer,15,4,2,4.840754021831822,2.5681615667998265,42.08484586278394,7.791515413721606
System Administrator,17,1,4,0.7310922282717991,9.820389533474831,32.7758657535005,8.72241342464995
NLP Engineer,30,3,3,3.925594215817008,6.090635705163119,37.0234532811834,8.29765467188166
Mobile App Developer,33,6,2,7.957518077058049,3.684056199062488,69.04724983508255,5.095275016491745
Database Administrator,14,5,3,1.0798968105956988,6.731103162752719,41.35135287414373,7.864864712585627
Mobile App Developer,19,10,1,6.30139409060525,2.602242772301172,57.61264033891365,6.238735966108635
Game Developer,22,7,4,0.171689633254263,18.776303361921,39.54708734288947,8.045291265711054
Cloud Architect,9,8,5,3.9555106793667436,1.8161599444176952,62.32914015080013,5.767085984919987
Business Analyst,28,8,2,6.5632784957804535,3.7020982389609447,69.47001435106976,5.052998564893024
Video Editor,15,5,0,6.889674972800764,1.9012190048020616,46.07258629569826,7.3927413704301745
Computer Vision Engineer,15,2,3,0.2613677164918382,11.891853425358425,26.107757228874014,9.389224277112598
Machine Learning Engineer,14,0,4,3.430566869804019,3.1598665388429796,30.524363445583752,8.947563655441625
HR Analyst,25,7,3,4.234034286205416,4.776430308431274,58.295770394481416,6.170422960551859
Game Designer,30,2,1,2.508397433445113,8.550912651461251,31.680635316005414,8.831936468399459
AI Engineer,21,1,3,5.270544808899631,3.3489912982035013,36.299341776508065,8.370065822349193
IoT Developer,23,4,2,2.0771063069315128,7.4745548921043214,29.25827946087961,9.07417205391204
Content Writer,5,3,4,1.1687198050362726,2.3055076033283948,32.17800315981811,8.782199684018188
Cloud Architect,11,8,0,5.153813169867286,1.7875095808664643,48.27245058556555,7.172754941443445
DevOps Engineer,21,2,1,4.659564189110409,3.7105330548960267,28.340067196891013,9.165993280310898
Digital Marketer,19,2,1,7.562389272040203,2.2190067977921744,53.955813763770365,6.604418623622964
DevOps Engineer,14,6,3,1.9770853476439774,4.702586041437945,37.22394903966926,8.277605096033074
Game Developer,31,4,3,4.042635498630014,6.14757898095591,51.16529789646205,6.883470210353795
Robotics Engineer,22,7,4,2.657661332937061,6.014772281373094,41.72928782341015,7.827071217658985
Cloud Engineer,30,1,0,3.55517995184458,6.58590885917729,34.90389154519859,8.509610845480141
Product Manager,19,6,1,0.919428941294794,9.898777491175641,36.79502408371471,8.320497591628529
Backend Developer,7,5,2,3.8811832178913797,1.4340785189833394,48.943947207785996,7.1056052792214
Data Scientist,31,2,2,3.740465203727072,6.539442579523002,45.129575863743035,7.487042413625696
AI Engineer,15,6,5,6.210744295920061,2.0802290837697863,58.03900109978093,6.196099890021907
SEO Specialist,22,1,5,0.5344947707303591,14.336966420243234,19.95355465694109,10.004644534305891
Network Engineer,6,3,3,4.643624866026492,1.0631464958131458,48.537776888843666,7.1462223111156336
DevOps Engineer,19,3,3,6.978700135040489,2.381340278293788,45.15586891133621,7.484413108866379
Data Engineer,10,8,1,5.292255510649465,1.5892552333698595,52.671650209975965,6.732834979002403
HR Analyst,12,2,2,1.0913409239052152,5.737945383669004,30.147932540227302,8.985206745977269
Content Writer,23,1,5,4.402671903034633,4.257152833412132,48.78768148880845,7.121231851119155
Software Tester,5,2,2,0.46723860139752027,3.407762033548997,14.180373211837184,10.581962678816282
Database Administrator,29,7,2,5.433963882567742,4.507330244512709,56.44641003364536,6.355358996635465
Data Analyst,18,4,0,7.986415302778037,2.003023385135063,58.75158306977727,6.124841693022273
Game Developer,19,4,1,7.078648365714129,2.3518785742224164,54.672725015368556,6.532727498463144
SEO Specialist,31,7,4,4.491371607644445,5.645219849417116,58.83444263012759,6.116555736987241
Game Developer,23,6,1,3.601471784934896,4.998400745453102,50.85914920821247,6.9140850791787525
Business Analyst,28,9,5,1.8344984980462602,9.878290646228816,55.851785401419484,6.414821459858052
Data Engineer,19,5,3,7.506675160243416,2.233540089646061,61.530886946245815,5.846911305375419
Operations Manager,22,0,4,2.7850516985818734,5.812338047652726,34.77951957979225,8.522048042020774
Machine Learning Engineer,23,8,3,2.433570538060833,6.698566330601625,60.18022350277623,5.981977649722377
Full Stack Developer,16,6,5,1.3005539505566812,6.954846677744014,36.33406631630839,8.366593368369161
AI Engineer,19,2,5,3.0224758665725675,4.72345904120721,30.26100005228404,8.973899994771596
Blockchain Developer,22,6,0,6.540594988725329,2.9175416572424755,57.871596487688876,6.212840351231113
Full Stack Developer,6,0,3,1.6308645239179036,2.2806191445634587,21.230888166125766,9.876911183387424
Frontend Developer,13,8,1,7.18570401919846,1.588134627090139,55.79019590898722,6.420980409101277
Financial Analyst,13,2,1,2.1630716298867005,4.109929056670036,28.314374790873504,9.16856252091265
Database Administrator,13,7,3,1.750831229779961,4.7258442681850275,34.63552857773402,8.536447142226598
Data Analyst,6,3,5,0.7921075793765437,3.3480132939827976,24.602478473594,9.539752152640599
Digital Marketer,18,3,3,3.4257373730773457,4.067118873681397,40.99502107883302,7.900497892116698
Game AI Developer,31,8,0,4.316561673480572,5.830836150106269,61.65620486905331,5.834379513094669
IoT Developer,34,5,3,0.029014733650154945,33.04131504453205,41.36307944548358,7.863692055451642
Data Scientist,21,4,0,7.794947962412857,2.3877344231879616,48.62807690365215,7.137192309634785
Mobile App Developer,34,3,5,5.581569338977877,5.1659411682624965,49.653040912267215,7.034695908773278
Cybersecurity Analyst,28,5,3,0.4948844308442748,18.730544931949204,31.868332517335613,8.81316674826644
Graphic Designer,10,3,4,3.565026498988873,2.1905677879887318,38.13913153886156,8.186086846113843
Blockchain Developer,8,0,0,4.230481730639837,1.5294958307829463,27.82604494842926,9.217395505157075
Operations Manager,22,0,5,0.20162857819735702,18.308485999062757,24.02828290555311,9.59717170944469
Software Tester,19,7,4,5.652704304164831,2.855981437218744,58.26504274637841,6.173495725362159
Content Writer,27,8,2,7.9327129502587175,3.0225979666365523,76.46764889020365,4.353235110979635
Data Engineer,21,1,2,3.271843916314915,4.915909946942899,29.24434472945563,9.075565527054437
Computer Vision Engineer,28,10,4,2.4662788494617907,8.077826746208707,69.16438055400666,5.083561944599334
Digital Marketer,28,0,0,0.10647759173905147,25.305528289996712,17.48853842212978,10.251146157787023
Embedded Systems Engineer,9,1,2,1.7725385669788727,3.246122563339831,26.678850528868907,9.332114947113109
Network Engineer,34,5,5,5.283132989188944,5.411313123325896,55.81451328973151,6.41854867102685
Graphic Designer,31,5,2,7.591386072811248,3.608265271433236,63.170617608677915,5.682938239132208
Business Analyst,11,6,2,3.3579370281397107,2.5241300938888536,36.4509518329338,8.35490481670662
Data Analyst,30,4,3,6.505005126552251,3.997332379409286,59.44421715995022,6.055578284004978
UI/UX Designer,35,4,3,0.39748432887513463,25.04500356592353,28.375170364767904,9.16248296352321
Mobile App Developer,13,9,3,6.160206820469128,1.8155900138018997,69.83534115567929,5.016465884432071
Operations Manager,22,7,4,2.4820917866040118,6.318041380941309,56.99603435557215,6.300396564442785
Frontend Developer,22,10,5,1.2046680051115413,9.978826720845413,50.83374691700705,6.916625308299295
Computer Vision Engineer,32,3,5,3.6819015487023483,6.834829751785197,51.67372810266302,6.832627189733698
Mobile App Developer,26,2,0,1.5969211789037265,10.011855658621002,30.916624269326668,8.908337573067334
AI Researcher,34,3,5,0.5789621884527598,21.533131222931264,42.02178363864145,7.797821636135855
SEO Specialist,19,4,1,2.051648943918776,6.226142111746689,24.6674466494198,9.53325533505802
Database Administrator,27,4,4,2.503719912099303,7.706095429249815,53.03283635362162,6.6967163646378385
Sales Executive,10,7,5,2.2026168956673136,3.1224465260045875,39.03069588140151,8.096930411859848
DevOps Engineer,22,9,0,0.5726273597796663,13.989328026877468,42.27216681949672,7.772783318050328
IoT Developer,28,0,3,2.2842318659655163,8.525585629371637,29.496786607277034,9.050321339272298
Product Manager,6,7,0,0.4167230032419953,4.2351256994273,23.49588235181533,9.650411764818468
Blockchain Developer,16,3,2,3.3346960496140383,3.6911469263051653,27.785037707672856,9.221496229232715
DevOps Engineer,19,7,4,7.16090304361065,2.3281737202937998,60.33107161018464,5.966892838981536
Graphic Designer,22,10,5,3.5623141961239986,4.822114184658856,68.82862529549661,5.11713747045034
Software Tester,33,1,3,5.434774186215888,5.1283850909158915,37.39129669490665,8.260870330509334
Operations Manager,12,3,4,7.475208408025954,1.4158943853977795,51.31961616189756,6.868038383810244
DevOps Engineer,33,4,4,3.9883978567256415,6.615350448743282,46.111663914893654,7.388833608510635
Full Stack Developer,27,3,3,5.146483402771534,4.392755699596509,38.563935895494396,8.14360641045056
Network Engineer,6,3,3,0.1912181879948056,5.036860636001441,17.65223367816244,10.234776632183756
Business Analyst,9,3,3,5.263770133360486,1.4368343359323656,49.38975647878965,7.061024352121035
SEO Specialist,34,7,3,6.582721214058414,4.483878417811772,59.92446192541213,6.007553807458787
Machine Learning Engineer,10,2,3,2.451300684181171,2.8974583541313566,29.428100792154595,9.057189920784541
Graphic Designer,28,5,3,5.928813053488193,4.04109618542874,52.17413658883736,6.782586341116264
Financial Analyst,29,10,0,6.8923445090386135,3.674446796739308,62.81596771823429,5.718403228176571
Full Stack Developer,8,2,5,3.129106855915583,1.9374649964649777,30.71437903725805,8.928562096274195
HR Analyst,9,4,5,5.700350841752744,1.343213245479201,45.65036265303749,7.434963734696251
Database Administrator,20,7,5,3.73501083251226,4.2238551731862835,50.670827711015995,6.9329172288984005
Database Administrator,28,3,4,6.415531055346467,3.7758590438121753,53.78659146764139,6.6213408532358615
Game Developer,18,3,1,4.825276972542995,3.089981830021413,38.016311245159585,8.198368875484041
Database Administrator,32,2,3,1.2518773878917218,14.210365169996846,21.27799350291023,9.872200649708976
UI/UX Designer,34,0,2,4.862562401585703,5.799511829640175,29.74242234406909,9.025757765593092
System Administrator,13,6,4,0.1099984414500943,11.711728156137669,28.051613037071412,9.194838696292859
NLP Engineer,10,5,5,1.0597437550788715,4.85497284569608,45.89979203816425,7.410020796183575
SEO Specialist,7,7,2,7.086835410151257,0.8656043612824157,48.7865917948327,7.12134082051673
Cloud Architect,5,1,5,2.4381413732242,1.4542741141883673,20.26955509315924,9.973044490684076
Full Stack Developer,26,10,0,6.3419192023774995,3.541308380454601,54.70955991542026,6.529044008457975
Machine Learning Engineer,31,7,5,6.329280623254127,4.2296101887058475,65.32742839148021,5.467257160851979
NLP Engineer,30,1,4,0.9553652381610833,15.342402234895717,20.782216556999053,9.921778344300094
Cloud Architect,19,9,2,4.392794324258032,3.5232198481098416,51.47112096574088,6.852887903425912
Operations Manager,31,6,1,0.40633508375568006,22.043110747982713,33.46615329170437,8.653384670829563
Frontend Developer,25,2,2,3.763425641606891,5.248323765492121,40.943509447866944,7.905649055213305
Blockchain Developer,31,7,2,2.126764094626256,9.914403217459695,47.10716118541842,7.289283881458158
Operations Manager,9,10,2,1.1172136211051953,4.250870063504484,42.152780596625504,7.78472194033745
Digital Marketer,18,6,2,4.935498475301566,3.0326012338981303,41.17535114738892,7.882464885261108
Game Designer,35,6,5,1.5785210179026494,13.573672565395162,51.49382086852211,6.850617913147789
Operations Manager,30,6,4,6.969261511186726,3.7644642427517243,72.00931398499952,4.799068601500048
IoT Developer,13,7,1,0.2836072600565416,10.127708376647359,31.83672042954776,8.816327957045225
Graphic Designer,12,8,3,6.517678077624859,1.5962375451691715,61.347019559448576,5.865298044055143
Robotics Engineer,8,6,0,5.558645490798935,1.2197640520779982,49.451709091106466,7.054829090889354
Game AI Developer,17,0,2,2.981494231664536,4.269753768522437,23.00635360643055,9.699364639356945
Video Editor,24,6,2,0.06974235914234672,22.435308646879903,36.54471596496963,8.345528403503037
Blockchain Developer,12,4,2,5.628977504581137,1.8102339300000747,49.85410713392782,7.014589286607218
Product Manager,25,5,1,6.376791877462492,3.389007093500872,47.51712895627409,7.248287104372591
Operations Manager,25,1,5,5.578294367677904,3.8003772106697076,43.787094194433564,7.621290580556644
Game Designer,9,0,2,7.514125659960477,1.0570668509538745,47.90248825459916,7.2097511745400835
Content Writer,20,7,1,5.796019077228537,2.9428993316122556,50.447871710907364,6.955212828909263
Mobile App Developer,10,4,2,0.6163336830269852,6.186841309445784,26.083183816456263,9.391681618354374
Backend Developer,26,1,5,6.092793857839232,3.665692323944222,53.565996760412624,6.643400323958738
Product Manager,15,1,2,5.977578755597206,2.149742844244853,46.966196825208044,7.303380317479196
Game AI Developer,23,5,1,3.342856359588552,5.296053586764046,39.49036443590645,8.050963556409355
Graphic Designer,7,1,0,5.110516662528148,1.1455659785573418,21.729155031082993,9.8270844968917
Database Administrator,11,3,4,7.55733639810514,1.285446719429628,46.65429891221832,7.334570108778168
Data Analyst,21,4,5,6.427880442942702,2.8271860541256144,51.31899301638239,6.8681006983617605
Data Analyst,17,7,0,3.704205869174155,3.6137874218894313,45.74697742550615,7.425302257449385
